물품코드,물품명,규격,기준단위명,정수수량,실사수량,출고수량,진행상태,출고번호,부서코드,부서약어,부서명,정수구분,출고일,출고요일,사용일시,카트장
521000637,CTM-COBAS,1pcs,EA,10,8,2,전송,202202080021,171125,12E,12동(OS·DEN),C,2022-02-08,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,8,2,전송,202202080081,171125,12E,12동(OS·DEN),C,2022-02-08,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,2,8,전송,202202090015,171125,12E,12동(OS·DEN),C,2022-02-09,수,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,2,8,전송,202202100050,171125,12E,12동(OS·DEN),C,2022-02-10,목,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,2,8,,202202100085,171125,12E,12동(OS·DEN),C,2022-02-10,목,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,2,8,전송,202202110008,171125,12E,12동(OS·DEN),C,2022-02-11,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,2,8,전송,202202120007,171125,12E,12동(OS·DEN),C,2022-02-12,토,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,2,8,전송,202202200001,171125,12E,12동(OS·DEN),C,2022-02-20,일,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,2,8,전송,202202220164,171125,12E,12동(OS·DEN),C,2022-02-22,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,2,8,전송,202202230035,171125,12E,12동(OS·DEN),C,2022-02-23,수,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,-140,150,,202202230126,171125,12E,12동(OS·DEN),C,2022-02-23,수,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,2,8,전송,202202240026,171125,12E,12동(OS·DEN),C,2022-02-24,목,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202202250074,171125,12E,12동(OS·DEN),C,2022-02-25,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202202250464,171125,12E,12동(OS·DEN),C,2022-02-25,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202202270002,171125,12E,12동(OS·DEN),C,2022-02-27,일,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,20,-10,,20220228T001,171125,12E,12동(OS·DEN),C,2022-02-28,월,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202203010009,171125,12E,12동(OS·DEN),C,2022-03-01,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202203030061,171125,12E,12동(OS·DEN),C,2022-03-03,목,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202203040046,171125,12E,12동(OS·DEN),C,2022-03-04,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202203120001,171125,12E,12동(OS·DEN),C,2022-03-12,토,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202203180041,171125,12E,12동(OS·DEN),C,2022-03-18,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202203220022,171125,12E,12동(OS·DEN),C,2022-03-22,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202203240032,171125,12E,12동(OS·DEN),C,2022-03-24,목,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202203300057,171125,12E,12동(OS·DEN),C,2022-03-30,수,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202203310238,171125,12E,12동(OS·DEN),C,2022-03-31,목,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,-40,50,,202203311293,171125,12E,12동(OS·DEN),C,2022-03-31,목,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202204050169,171125,12E,12동(OS·DEN),C,2022-04-05,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202204090004,171125,12E,12동(OS·DEN),C,2022-04-09,토,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202204120041,171125,12E,12동(OS·DEN),C,2022-04-12,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,2,8,전송,202204130037,171125,12E,12동(OS·DEN),C,2022-04-13,수,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202204200032,171125,12E,12동(OS·DEN),C,2022-04-20,수,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202204210126,171125,12E,12동(OS·DEN),C,2022-04-21,목,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202204230007,171125,12E,12동(OS·DEN),C,2022-04-23,토,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202204240007,171125,12E,12동(OS·DEN),C,2022-04-24,일,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202204260051,171125,12E,12동(OS·DEN),C,2022-04-26,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202204270050,171125,12E,12동(OS·DEN),C,2022-04-27,수,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202205030034,171125,12E,12동(OS·DEN),C,2022-05-03,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202205100067,171125,12E,12동(OS·DEN),C,2022-05-10,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202205110054,171125,12E,12동(OS·DEN),C,2022-05-11,수,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202205130049,171125,12E,12동(OS·DEN),C,2022-05-13,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202205200056,171125,12E,12동(OS·DEN),C,2022-05-20,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,8,2,전송,202205210009,171125,12E,12동(OS·DEN),C,2022-05-21,토,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202205240050,171125,12E,12동(OS·DEN),C,2022-05-24,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202205300001,171125,12E,12동(OS·DEN),C,2022-05-30,월,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202205310101,171125,12E,12동(OS·DEN),C,2022-05-31,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202206030036,171125,12E,12동(OS·DEN),C,2022-06-03,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202206040015,171125,12E,12동(OS·DEN),C,2022-06-04,토,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202206100080,171125,12E,12동(OS·DEN),C,2022-06-10,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,3,7,전송,202206120006,171125,12E,12동(OS·DEN),C,2022-06-12,일,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202206140037,171125,12E,12동(OS·DEN),C,2022-06-14,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202206150046,171125,12E,12동(OS·DEN),C,2022-06-15,수,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202206170133,171125,12E,12동(OS·DEN),C,2022-06-17,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,8,2,전송,202206290227,171125,12E,12동(OS·DEN),C,2022-06-29,수,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,9,1,전송,202207010035,171125,12E,12동(OS·DEN),C,2022-07-01,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202207030001,171125,12E,12동(OS·DEN),C,2022-07-03,일,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,9,1,전송,202207040139,171125,12E,12동(OS·DEN),C,2022-07-04,월,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202207090003,171125,12E,12동(OS·DEN),C,2022-07-09,토,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202207160012,171125,12E,12동(OS·DEN),C,2022-07-16,토,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202207170002,171125,12E,12동(OS·DEN),C,2022-07-17,일,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202207190004,171125,12E,12동(OS·DEN),C,2022-07-19,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202207210004,171125,12E,12동(OS·DEN),C,2022-07-21,목,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202207220003,171125,12E,12동(OS·DEN),C,2022-07-22,금,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202207230014,171125,12E,12동(OS·DEN),C,2022-07-23,토,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,8,2,전송,202207240005,171125,12E,12동(OS·DEN),C,2022-07-24,일,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202207260003,171125,12E,12동(OS·DEN),C,2022-07-26,화,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,6,4,전송,202207270002,171125,12E,12동(OS·DEN),C,2022-07-27,수,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,9,1,전송,202207280003,171125,12E,12동(OS·DEN),C,2022-07-28,목,,12E 진료재료2 1일장
521000637,CTM-COBAS,1pcs,EA,10,0,10,전송,202207300205,171125,12E,12동(OS·DEN),C,2022-07-30,토,,12E 진료재료2 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202202060012,171125,12E,12동(OS·DEN),C,2022-02-06,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202202250074,171125,12E,12동(OS·DEN),C,2022-02-25,금,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202203030061,171125,12E,12동(OS·DEN),C,2022-03-03,목,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202203050002,171125,12E,12동(OS·DEN),C,2022-03-05,토,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,0,5,전송,202203090002,171125,12E,12동(OS·DEN),C,2022-03-09,수,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202203160031,171125,12E,12동(OS·DEN),C,2022-03-16,수,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202203220022,171125,12E,12동(OS·DEN),C,2022-03-22,화,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202203270013,171125,12E,12동(OS·DEN),C,2022-03-27,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202203280095,171125,12E,12동(OS·DEN),C,2022-03-28,월,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,1,4,전송,202204110041,171125,12E,12동(OS·DEN),C,2022-04-11,월,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202204180046,171125,12E,12동(OS·DEN),C,2022-04-18,월,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202204190047,171125,12E,12동(OS·DEN),C,2022-04-19,화,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,0,5,전송,202204220016,171125,12E,12동(OS·DEN),C,2022-04-22,금,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202204230007,171125,12E,12동(OS·DEN),C,2022-04-23,토,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202204240007,171125,12E,12동(OS·DEN),C,2022-04-24,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202204270050,171125,12E,12동(OS·DEN),C,2022-04-27,수,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202204300200,171125,12E,12동(OS·DEN),C,2022-04-30,토,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202205050004,171125,12E,12동(OS·DEN),C,2022-05-05,목,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,0,5,전송,202205080003,171125,12E,12동(OS·DEN),C,2022-05-08,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202205090045,171125,12E,12동(OS·DEN),C,2022-05-09,월,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202205200056,171125,12E,12동(OS·DEN),C,2022-05-20,금,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202205220009,171125,12E,12동(OS·DEN),C,2022-05-22,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202205230053,171125,12E,12동(OS·DEN),C,2022-05-23,월,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202205290002,171125,12E,12동(OS·DEN),C,2022-05-29,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,0,5,전송,202205300001,171125,12E,12동(OS·DEN),C,2022-05-30,월,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,0,5,전송,202205310101,171125,12E,12동(OS·DEN),C,2022-05-31,화,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202206010004,171125,12E,12동(OS·DEN),C,2022-06-01,수,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202206040015,171125,12E,12동(OS·DEN),C,2022-06-04,토,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202206050009,171125,12E,12동(OS·DEN),C,2022-06-05,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202206060008,171125,12E,12동(OS·DEN),C,2022-06-06,월,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202206070183,171125,12E,12동(OS·DEN),C,2022-06-07,화,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202206080075,171125,12E,12동(OS·DEN),C,2022-06-08,수,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202206120006,171125,12E,12동(OS·DEN),C,2022-06-12,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202206130010,171125,12E,12동(OS·DEN),C,2022-06-13,월,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202206140037,171125,12E,12동(OS·DEN),C,2022-06-14,화,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202206190007,171125,12E,12동(OS·DEN),C,2022-06-19,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202206210020,171125,12E,12동(OS·DEN),C,2022-06-21,화,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202206220106,171125,12E,12동(OS·DEN),C,2022-06-22,수,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202206230108,171125,12E,12동(OS·DEN),C,2022-06-23,목,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202206250003,171125,12E,12동(OS·DEN),C,2022-06-25,토,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202206260014,171125,12E,12동(OS·DEN),C,2022-06-26,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202206270039,171125,12E,12동(OS·DEN),C,2022-06-27,월,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202206280244,171125,12E,12동(OS·DEN),C,2022-06-28,화,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202207010035,171125,12E,12동(OS·DEN),C,2022-07-01,금,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,1,4,전송,202207030001,171125,12E,12동(OS·DEN),C,2022-07-03,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,1,4,전송,202207060308,171125,12E,12동(OS·DEN),C,2022-07-06,수,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202207080031,171125,12E,12동(OS·DEN),C,2022-07-08,금,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202207100005,171125,12E,12동(OS·DEN),C,2022-07-10,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202207110183,171125,12E,12동(OS·DEN),C,2022-07-11,월,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202207130035,171125,12E,12동(OS·DEN),C,2022-07-13,수,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202207140048,171125,12E,12동(OS·DEN),C,2022-07-14,목,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202207170002,171125,12E,12동(OS·DEN),C,2022-07-17,일,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,1,4,전송,202207180078,171125,12E,12동(OS·DEN),C,2022-07-18,월,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,2,3,전송,202207190004,171125,12E,12동(OS·DEN),C,2022-07-19,화,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202207210004,171125,12E,12동(OS·DEN),C,2022-07-21,목,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202207220003,171125,12E,12동(OS·DEN),C,2022-07-22,금,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202207230014,171125,12E,12동(OS·DEN),C,2022-07-23,토,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202207260003,171125,12E,12동(OS·DEN),C,2022-07-26,화,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,3,2,전송,202207280003,171125,12E,12동(OS·DEN),C,2022-07-28,목,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202207290010,171125,12E,12동(OS·DEN),C,2022-07-29,금,,12E 진료재료1 1일장
521000646,(PST) LITHIUM HEPARIN WITH GEL 8ML,8ML,EA,5,4,1,전송,202207300205,171125,12E,12동(OS·DEN),C,2022-07-30,토,,12E 진료재료1 1일장
521000647,(SST) CLOT ACTIVATOR WITH GEL 8ML,8ML,EA,30,20,10,전송,202202050013,171125,12E,12동(OS·DEN),C,2022-02-05,토,,12E 진료재료1 1일장
521000647,(SST) CLOT ACTIVATOR WITH GEL 8ML,8ML,EA,30,10,20,전송,202202060012,171125,12E,12동(OS·DEN),C,2022-02-06,일,,12E 진료재료1 1일장
